1564359889716,ACC,0,0,0,1.2110552,5.814907,-8.07509,0.0,0.0,0.0
1564359889718,ACC,0,0,0,1.1908517,5.796877,-8.0700655,0.0,0.0,0.0
1564359889718,ACC,0,0,0,1.1751472,5.7899504,-8.09312,0.0,0.0,0.0
1564359889719,ACC,0,0,0,1.1627858,5.783769,-8.134681,0.0,0.0,0.0
1564359889719,ACC,0,0,0,1.1581677,5.7831883,-8.174227,0.0,0.0,0.0
1564359889719,ACC,0,0,0,1.1537527,5.794733,-8.198611,0.0,0.0,0.0
1564359889720,ACC,0,0,0,1.1517969,5.8065133,-8.210935,0.0,0.0,0.0
1564359889721,ACC,0,0,0,1.1565454,5.8227086,-8.194543,0.0,0.0,0.0
1564359889721,ACC,0,0,0,1.174912,5.8442245,-8.152562,0.0,0.0,0.0
1564359889721,ACC,0,0,0,1.1925046,5.8535714,-8.110672,0.0,0.0,0.0
1564359889721,ACC,0,0,0,1.2049406,5.853217,-8.060402,0.0,0.0,0.0
1564359889722,ACC,0,0,0,1.2106359,5.850639,-8.029538,0.0,0.0,0.0
1564359889723,ACC,0,0,0,1.2241213,5.8449154,-8.029071,0.0,0.0,0.0
1564359889723,ACC,0,0,0,1.187473,5.791325,-8.137542,0.0,0.0,0.0
1564359889723,ACC,0,0,0,1.1826848,5.8032956,-8.144724,0.0,0.0,0.0
1564359889723,ACC,0,0,0,1.1946553,5.8056893,-8.163877,0.0,0.0,0.0
1564359889724,ACC,0,0,0,1.2018377,5.798507,-8.168665,0.0,0.0,0.0
1564359889724,ACC,0,0,0,1.2018377,5.798507,-8.168665,0.0,0.0,0.0
1564359889724,ACC,0,0,0,1.2018377,5.798507,-8.168665,0.0,0.0,0.0
1564359889724,ACC,0,0,0,1.2018377,5.798507,-8.168665,0.0,0.0,0.0
1564359889724,ACC,0,0,0,1.2018377,5.798507,-8.168665,0.0,0.0,0.0
1564359889725,ACC,0,0,0,1.2018377,5.798507,-8.168665,0.0,0.0,0.0
1564359889725,ACC,0,0,0,1.2401432,5.798507,-8.173453,0.0,0.0,0.0
1564359889725,ACC,0,0,0,1.2521136,5.8056893,-8.175847,0.0,0.0,0.0
1564359889725,ACC,0,0,0,1.2521136,5.791325,-8.168665,0.0,0.0,0.0
