1565345586653,GYR,0,0,0,-0.0045086886,0.0070531396,3.327363E-4
1565345586654,UAC,0,0,0,0.059672773,-0.013730645,0.012848854
1565345586654,GYR,0,0,0,-0.003443426,0.001726824,-0.002863055
1565345586654,GYR,0,0,0,-0.0045086904,0.0017268258,-0.002863056
1565345586654,GYR,0,0,0,-0.0066392184,6.615651E-4,-0.0017977935
1565345586654,GYR,0,0,0,-0.0034434288,-0.0025342237,3.3273257E-4
1565345586654,GYR,0,0,0,-0.0034434297,-0.0035994854,3.3273164E-4
1565345586654,UAC,0,0,0,0.07822722,0.028926015,-0.077664375
1565345586654,GYR,0,0,0,-0.0013129037,-0.0014689564,-7.325328E-4
1565345586654,GYR,0,0,0,8.176224E-4,-0.007860536,3.3272977E-4
1565345586654,GYR,0,0,0,0.001882885,-0.007860534,-7.325347E-4
1565345586655,GYR,0,0,0,0.0050786748,-0.009991058,3.327279E-4
1565345586658,GYR,0,0,0,8.1761985E-4,-0.009991057,-0.0017978001
1565345586658,UAC,0,0,0,0.0072873086,0.009685874,-0.058591843
1565345586661,GYR,0,0,0,0.0029481458,-0.0057300003,-0.0028630644
1565345586664,GYR,0,0,0,0.005078672,-0.0057299985,3.3272512E-4
1565345586667,GYR,0,0,0,0.0040134075,-0.0057299966,-0.0017978029
1565345586668,GYR,0,0,0,0.00507867,-0.007860522,0.0024632504
1565345586671,GYR,0,0,0,8.176154E-4,-0.005729993,0.0013979858
1565345586671,UAC,0,0,0,-0.039404616,0.014889479,0.022423744
1565345586672,GYR,0,0,0,0.0029481417,-0.0025342004,3.327214E-4
1565345586676,GYR,0,0,0,8.1761356E-4,-0.0025341986,0.001397984
1565345586678,GYR,0,0,0,-2.476509E-4,-0.0014689321,0.0024632467
1565345586680,GYR,0,0,0,0.0018828752,-4.0366675E-4,3.327186E-4
1565345586684,UAC,0,0,0,-0.07222752,-0.0715611,0.027171135
1565345586684,GYR,0,0,0,8.1761077E-4,-4.036649E-4,0.003528508
1565345586686,GYR,0,0,0,-2.4765346E-4,0.001726864,0.002463244
1565345586689,GYR,0,0,0,-2.476544E-4,6.6160236E-4,-0.0017978112
1565345586691,GYR,0,0,0,-0.0013129188,0.0027921312,0.0035285056
1565345586693,GYR,0,0,0,-0.0013129198,0.0059879245,3.3271348E-4
1565345586695,GYR,0,0,0,-0.0023781843,0.0027921358,-7.32551E-4
1565345586695,UAC,0,0,0,-0.03897848,0.005502701,-0.010976791
1565345586697,GYR,0,0,0,-0.0023781848,0.007053192,3.3271208E-4
1565345586700,GYR,0,0,0,-0.004508713,0.00598793,3.3271115E-4
