1562341305154,ORI,0,0,0,2.4623873,-0.6432171,-0.0789428
1562341305179,ORI,0,0,0,2.463901,-0.63476384,-0.05255133
1562341305180,ORI,0,0,0,2.463901,-0.63476384,-0.05255133
1562341305180,ORI,0,0,0,2.463901,-0.63476384,-0.05255133
1562341305180,ORI,0,0,0,2.463901,-0.63476384,-0.05255133
1562341305180,ORI,0,0,0,2.463901,-0.63476384,-0.05255133
1562341305180,ORI,0,0,0,2.4620774,-0.634635,-0.042078808
1562341305180,ROT,0,0,0,0.029374,-0.52413,-0.594449,0.609142,246.0
1562341305181,GRA,0,0,0,5.9194555,6.4618263,4.4017134
1562341305181,UAC,0,0,0,-5.5878587,-0.6582813,3.4740133
1562341305181,ORI,0,0,0,2.4649057,-0.6307583,-0.041202884
1562341305190,ORI,0,0,0,2.4656045,-0.63023484,-0.042843804
1562341305190,ROT,0,0,0,0.025504,-0.523742,-0.597432,0.606727,246.0
1562341305190,ORI,0,0,0,2.4656045,-0.63023484,-0.042843804
1562341305190,GRA,0,0,0,5.9336414,6.440502,4.413852
1562341305191,UAC,0,0,0,-5.592468,-0.6297746,3.5444741
1562341305191,ORI,0,0,0,2.4654074,-0.63081324,-0.044192463
1562341305191,ORI,0,0,0,2.4653711,-0.6319836,-0.04887001
1562341305191,ROT,0,0,0,0.022113,-0.52261,-0.600922,0.604385,246.0
1562341305191,GRA,0,0,0,5.9343853,6.421642,4.440251
1562341305191,UAC,0,0,0,-5.5453277,-0.5905638,3.5144844
1562341305207,ORI,0,0,0,2.465643,-0.6323313,-0.051747784
1562341305207,ORI,0,0,0,2.4665394,-0.63249284,-0.057080783
1562341305207,ROT,0,0,0,0.019034,-0.520918,-0.604762,0.602116,246.0
1562341305207,ORI,0,0,0,2.4665394,-0.63249284,-0.057080783
1562341305207,GRA,0,0,0,5.926002,6.403588,4.477366
1562341305208,UAC,0,0,0,-5.4711037,-0.55934143,3.4833546
1562341305208,ORI,0,0,0,2.4649,-0.6339712,-0.05455435
1562341305213,ORI,0,0,0,2.4634354,-0.63502455,-0.05115605
1562341305214,ROT,0,0,0,0.016208,-0.518773,-0.608871,0.599905,246.0
1562341305214,GRA,0,0,0,5.9103885,6.385877,4.52306
