1564649295195,ORI,0,0,0,0.24650212,-0.877702,0.21214943
1564649295196,ORI,0,0,0,0.2453669,-0.8727415,0.21078077
1564649295196,ORI,0,0,0,0.24537565,-0.87289554,0.21078077
1564649295196,ORI,0,0,0,0.24537565,-0.87289554,0.21078077
1564649295196,ORI,0,0,0,0.24504673,-0.86899376,0.21060492
1564649295196,ORI,0,0,0,0.24504673,-0.86899376,0.21060492
1564649295197,ORI,0,0,0,0.24513339,-0.8671085,0.21091408
1564649295197,ORI,0,0,0,0.2445878,-0.8663927,0.21009672
1564649295197,ORI,0,0,0,0.24313933,-0.8655227,0.20783417
1564649295197,ROT,0,0,0,0.11246,-0.374285,-0.887806,0.243027,0.0
1564649295198,GRA,0,0,0,-0.17419162,7.0533996,6.810983
1564649295199,UAC,0,0,0,-1.1809679,0.660954,-0.3847494
1564649295200,ORI,0,0,0,0.24440517,-0.86293256,0.21010703
1564649295200,ORI,0,0,0,0.24399583,-0.8634661,0.20939869
1564649295200,ORI,0,0,0,0.24448141,-0.86637,0.20992693
1564649295200,ORI,0,0,0,0.2450387,-0.866798,0.21078888
1564649295200,ORI,0,0,0,0.24640958,-0.8672019,0.21296708
1564649295201,ROT,0,0,0,0.112735,-0.373372,-0.887867,0.244078,0.0
1564649295201,GRA,0,0,0,-0.17577042,7.041582,6.823157
1564649295201,UAC,0,0,0,-1.239246,0.758965,-0.36579752
1564649295201,ORI,0,0,0,0.24814776,-0.86778414,0.21572259
1564649295202,ORI,0,0,0,0.24925585,-0.8667279,0.2176099
1564649295202,ORI,0,0,0,0.2515653,-0.8668613,0.22133209
1564649295202,ORI,0,0,0,0.25260046,-0.86679363,0.22301283
1564649295202,ORI,0,0,0,0.25683728,-0.86698586,0.22985217
1564649295206,ROT,0,0,0,0.113371,-0.372648,-0.887846,0.244966,0.0
1564649295207,GRA,0,0,0,-0.18377456,7.0338407,6.8309298
1564649295207,UAC,0,0,0,-1.3294071,0.8050151,-0.3400507
1564649295207,ORI,0,0,0,0.25628355,-0.8661617,0.2290337
1564649295207,ORI,0,0,0,0.2570429,-0.8661072,0.2302687
1564649295245,ORI,0,0,0,0.25629017,-0.8666358,0.22899948
1564649295245,ORI,0,0,0,0.2560107,-0.86750996,0.22846416
1564649295245,ORI,0,0,0,0.25377876,-0.87291336,0.22433957
